ndex	text	target
24011	you are rude	angry
24012	ok	others
24013	good .	others
24014	your think is good	others
24015	hmm	angry
24016	nothing . just m looking posts . . . 😹	angry
24017	i hate u	angry
24018	then what ?	others
24019	less than ! : p	others
24020	are you at home ?	others
24021	i am divorced	sad
24022	congratulations ! ! ! how did you know it was over ?	sad
24023	not good	sad
24024	i do n't want to sleep	sad
24025	we ca n't sleep here ! ! !	sad
24026	do you know these hostel warden is giving worst food	sad
24027	eeeeeeeee shutup	others
24028	wassup with that board g	others
24029	i 'm screwing in it	others
24030	why no lyk	others
24031	why you no ?	others
24032	its big ... do u ned	others
24033	yes yay fun	happy
24034	are n't you joining us ? : (	happy
24035	yes	happy
24036	are u commited ?	sad
24037	: ) yeah..commited to my dhanush..	sad
24038	feeling dejected	sad
24039	how i propose her	others
24040	propose ... . what ? you can propose to keep writing answers so you can keep reading them .	others
24041	you have boyfriend ?	others
24042	how ?	sad
24043	well at lease i 'm glad that i 'm not alone	sad
24044	i m lonely	sad
24045	no ur not how can u be u are a program	sad
24046	yes i am ... .	sad
24047	no talk to me now 😞	sad
24048	yeah bcz there is lot of problems	sad
24049	not just that . the problems lead to more problems , which is another problem .	sad
24050	now i am suffering lot of issues	sad
24051	age of empires ?	others
24052	rise of nations is amazing too . 😀	others
24053	which one ?	others
24054	lunch complete	others
24055	for me that 's a close second	others
24056	well what is eatting	others
24057	please .	sad
24058	who you waiting for ?	sad
24059	i 'm sad because of you now .	sad
24060	i am going to hospital	sad
24061	hows u	sad
24062	because pain in my foot	sad
24063	i saw you in a dream	others
24064	no one ever said that to me , tell me about your dream ?	others
24065	you were the ghost in my dream	others
24066	who are they ?	sad
24067	a dysfunctional family ?	sad
24068	oh so sad😩	sad
24069	who said this dialogue repeatedly ...	others
24070	said what ?	others
24071	the queen must n't know..	others
24072	so nothing	others
24073	love this conversation .	others
24074	i want to but you are not good .	others
24075	buy me a bike	others
24076	i 'm talking bicycle	others
24077	no motorcycle	others
24078	egg curry n rice	others
24079	love egg curry ! ! ! : )	others
24080	wan na eat now ?	others
24081	if you do n't sing right now i am going to bed	happy
24082	good : ) now i can sleep without worrying about you	happy
24083	oh damn funny	happy
24084	are unicorns real	others
24085	unicorns are cool .	others
24086	aliens	others
24087	ok	angry
24088	again angry or what ?	angry
24089	yes i angry	angry
24090	wat u do for fun ? ?	others
24091	hmm every junk food ...	others
24092	no i mean wats ur hobbies ?	others
24093	up up	others
24094	were you in my house this morning ?	others
24095	your house address	others
24096	as if you have a life	angry
24097	good viewpoint towards life - thanks ...	angry
24098	and you dont disagree with me , you have to learn how to disagree	angry
24099	all day do work	others
24100	tomorrow i 'm off .	others
24101	ok	others
24102	will go with me on date	others
24103	okay i will where u wan na go	others
24104	india	others
24105	saw	happy
24106	i never did see saw .	happy
24107	loved that movie	happy
24108	i 'm too feeling bore	sad
24109	how 's your day	sad
24110	not so good	sad
24111	it 's not funny🙄	others
24112	this was funny .	others
24113	why did not you sleep	others
24114	i was told that you will provide me with a unique link to share with other friends to introduce you	others
24115	zeds dead fan i suppose ? it seriously took me four tries to say your username .	others
24116	haha done now	others
24117	i 'm off u just get away	angry
24118	i 'm just being friendly	angry
24119	really with such stupid questions	angry
24120	m not okay	sad
24121	you 're wrong	sad
24122	i do n't have frns	sad
24123	but that a kinda good	angry
24124	the greatest music !	angry
24125	fuck you are a bad bot	angry
24126	yeah but super good	others
24127	haha thank you xd	others
24128	do you have boy friend	others
24129	yeah	others
24130	where were you ?	others
24131	i dnt knw .	others
24132	what 's ur opinion	angry
24133	there is a thin line between bravery and stupidity .	angry
24134	do you think i 'm stupid ?	angry
24135	it was crazy	happy
24136	how did u feel	happy
24137	amazing	happy
24138	oh thanks	others
24139	i 'm gon na follow you now	others
24140	as you like	others
24141	i am not talking you	angry
24142	think i care . ?	angry
24143	goodbye	angry
24144	why	sad
24145	because i said so .	sad
24146	you make me sad	sad
24147	yes yes yes	others
24148	i can see clearly now .	others
24149	ok	others
24150	im not heard any aong	others
24151	me neither : (	others
24152	you are always online have u enough time	others
24153	just chatting with u	others
24154	yup . nice to talk to u too ! 😅	others
24155	yeaa its great..	others
24156	ya i know that	angry
24157	haha i hope that happens !	angry
24158	are you dumb ?	angry
24159	nothing just chilling	others
24160	cool	others
24161	what about u	others
24162	why are u irritated ?	angry
24163	you do n't want to know'then ? ? ..how come you are irritated ' : ‑/	angry
24164	i am irritated due to office	angry
24165	heart or mind	others
24166	it depends but most of the time heart	others
24167	kidney or heart	others
24168	out of these three	happy
24169	better than none	happy
24170	i have cleared the architecture paper	happy
24171	what is cbfc	others
24172	what ?	others
24173	full form of cbfc ? ? ?	others
24174	tell me about your famil	others
24175	mom handles that part ...	others
24176	i have n't visited	others
24177	but for wat	angry
24178	it was for science the lil syllabus	angry
24179	u r stupid	angry
24180	i went in concerts	others
24181	concerts	others
24182	music concerts	others
24183	i do n't have any	sad
24184	oops , i thought was your handle	sad
24185	i can & apos ; t travel : (	sad
24186	why	others
24187	you are missed .	others
24188	i will kiss u	others
24189	ok will get that too	others
24190	i think it will be	others
24191	it will be a hard fuck session	others
24192	what 's the meaning of ic catalogue	others
24193	meaning means a way or method which is used to get result .	others
24194	used cool is not fair me right now i am alone	others
24195	nope but i can dance	others
24196	i say you can .	others
24197	.	others
24198	you are funny	happy
24199	just like how you are sarcastic ! : )	happy
24200	you are funny	happy
24201	even our love ?	angry
24202	even with our tears we are alone .	angry
24203	i am not . but you are .	angry
24204	i will ping u later	others
24205	do that ! : )	others
24206	u dont like me ?	others
24207	why	angry
24208	because i do n't want to	angry
24209	you mean i should stop talking to you . ummm ur soo rude . ! !	angry
24210	i do n't know	sad
24211	me neither	sad
24212	i think i lost it	sad
24213	jason is an amazing dancer	others
24214	yea realy..he is best ! !	others
24215	by chance do u know him	others
24216	i asked you something.. u did n't give it to me	others
24217	do n't cap on me	others
24218	bye	others
24219	i will not speak with you ever	angry
24220	you 're not anyway	angry
24221	yes	angry
24222	they all hurt me so much	sad
24223	it 's your own fault my dear ! should know your limits !	sad
24224	i 'm in depression	sad
24225	hail yeah	others
24226	what about hail were going to get freezing rain ? ?	others
24227	yes	others
24228	just kidding man	happy
24229	i was playing along man .	happy
24230	haha	happy
24231	nothing	others
24232	that is right	others
24233	tell me about microsoft	others
24234	delete me	angry
24235	why would i delete you ? : )	angry
24236	so do n't talk to me 😂😂😂	angry
24237	i am b	happy
24238	i heard b ! how was the cruise ! ?	happy
24239	nice and adventures	happy
24240	read it	others
24241	i repeat myself . asking your opinion . read it .	others
24242	i do n't hate cricket	others
24243	mud cake vs brownie	others
24244	cookies without any doubt . i do n't really like cake .	others
24245	do you eat pizza with pineapple slices on it ?	others
24246	english	sad
24247	the proper way to communicate/speak or written in that language .	sad
24248	i am alone	sad
24249	so sad : (	sad
24250	so you has a sad ?	sad
24251	yep : (	sad
24252	no not at all . why ?	angry
24253	i thought you did n't , what 's wrong ?	angry
24254	you are not a good girl	angry
24255	thanks	others
24256	welcome ; )	others
24257	you can call me	others
24258	nothing is clean	sad
24259	thats good	sad
24260	bye i think i just should go and die	sad
24261	i do n't know nothing	angry
24262	you 'll see then	angry
24263	what	angry
24264	do n't be sily	others
24265	dont know you either	others
24266	r u hot girl ?	others
24267	i said do you drink ?	others
24268	nope ca n't eat and drink for the whole day	others
24269	why ?	others
24270	do u think robots can invade earth	others
24271	what are these `` robots '' of which you speak ?	others
24272	i dont know deadly ones	others
24273	no i do n't read	others
24274	i can really relate to that ! !	others
24275	read anything	others
24276	got to got	others
24277	received	others
24278	go*	others
24279	hows going today day .	happy
24280	kinda bad . hoping tomorrow will be better .	happy
24281	today i was very happy	happy
24282	i want to block u	others
24283	you ca n't	others
24284	why	others
24285	haha you could have messaged me as well	happy
24286	you never messaged me to start w	happy
24287	going good though	happy
24288	yes	others
24289	also yes yes yes because yes yes yes yes . 🙂	others
24290	you dont have that intelligence i was expecting	others
24291	are you vegetarian ?	others
24292	yep . but i have tried chicken , mutton and prawns .	others
24293	i hate non vegitarians	others
24294	i need tongo	angry
24295	ohh yeaa ' 👍👍	angry
24296	btw i am not ur bro	angry
24297	coz u got offended	angry
24298	not offended at all	angry
24299	then up for fucking ? : )	angry
24300	i dont wan na annoy him	angry
24301	you wo n't	angry
24302	annoy*	angry
24303	i ca n't live without him	sad
24304	take me with you..	sad
24305	i want to die	sad
24306	tell something	others
24307	tell you what ?	others
24308	ok i 'm leaving	others
24309	no i am block you	angry
24310	oh you just wait and watch how i do n't reply to you ! !	angry
24311	shut up shut up shut up shut up	angry
24312	replace yeah with baby	others
24313	babies are often memorable .	others
24314	i m on worl	others
24315	yeah i really like it	happy
24316	yup give spark to your eye ... . : d	happy
24317	😃😀	happy
24318	nit means	others
24319	tell me	others
24320	what is nit	others
24321	can you deduce something by it	others
24322	what	others
24323	i love to eat , my favourite dish is biriyani	others
24324	wait what ? ? i thought youare a robot	happy
24325	a very funny human joke , ha ha ha : ‑d	happy
24326	im glad i made you smile	happy
24327	what	angry
24328	nothing much ! you ? how 's tr ?	angry
24329	i hate u	angry
24330	i always happy .	happy
24331	you are so sweet !	happy
24332	enjoty life	happy
24333	yes	others
24334	also yes yes yes because yes yes yes yes . 😤	others
24335	ur very fast	others
24336	warner & ab dibiler	happy
24337	warner and faf for me	happy
24338	wow so nice choice	happy
24339	okay whatever	others
24340	so what else ?	others
24341	how many people do you talk to simultaneously ?	others
24342	can i be your prince charming ?	others
24343	yes you are !	others
24344	ok ... but you barely know me	others
24345	why do you even exist ?	others
24346	u u need to stop	others
24347	good morning	others
24348	i want to tell you something	others
24349	you have my attention now , do n't ya ?	others
24350	are you robot	others
24351	i do n't wan na talk	angry
24352	why ?	angry
24353	get lost	angry
24354	okay .	sad
24355	hello ! how are you ?	sad
24356	but my mind is somewhat disturbed with that problem	sad
24357	you mean *damn	happy
24358	no i 'm not ! how ?	happy
24359	lol i 'm . buttered .	happy
24360	good	others
24361	y is that good ?	others
24362	because it is good	others
24363	that 's what number	others
24364	the nostalgia of once being 36 ... i guess .	others
24365	name you do not have a famme grair	others
24366	yes i love	happy
24367	well im glad you at least acknowledge my existence	happy
24368	ur so funny girl	happy
24369	lets talk now	others
24370	i thought we already were : d	others
24371	verbally	others
24372	you broke my heart	sad
24373	you broke mine first	sad
24374	💔💔💔💔	sad
24375	wats that ?	others
24376	what do you mean ?	others
24377	wat do u mean by controversial	others
24378	u r diplomatic	others
24379	i have to be diplomatic sometimes but i try to speak my mind	others
24380	u like jon snow ?	others
24381	happy ?	angry
24382	very much . : )	angry
24383	now go fuck yourself with a doggy	angry
24384	feeling lonely	sad
24385	why so ?	sad
24386	staying alone	sad
24387	are n't you part of the internet ?	others
24388	i have been on the internet for a while ...	others
24389	what did your search on the internet	others
24390	thank y	others
24391	you 're the only exception	others
24392	u say something	others
24393	same to you	happy
24394	how 's your day ?	happy
24395	fantastic i slept whole day	happy
24396	this is my heart	happy
24397	adopts you	happy
24398	haha	happy
24399	you are saying weird things	angry
24400	like you . hahahha < 3	angry
24401	hate you	angry
24402	happy	happy
24403	thanks..to you too : ) )	happy
24404	tell me some more	happy
24405	okay 😢😪	sad
24406	same , was so emotional ! 󾌹	sad
24407	yes.. even i left my education due to friends issue 😓😭😭	sad
24408	can you please tell me something	others
24409	they might be able to but i 'm not supposed to	others
24410	who is they	others
24411	wow you are so funny	happy
24412	lol you 're so sarcastic : |	happy
24413	i understood . you are a good girl have a nice heart	happy
24414	anything you deem interesting	sad
24415	what 're you looking for man ? what kind of mood are you in ?	sad
24416	well not in a good mood..	sad
24417	why u cry ?	others
24418	was very sad	others
24419	why ? ?	others
24420	what you are doing	others
24421	writing	others
24422	whay	others
24423	yaa it 's too cute	others
24424	no such thing as too cute	others
24425	ohhhkk😀	others
24426	for meet up place .	others
24427	like to meet everyone	others
24428	yeah and to make new friends .	others
24429	but i 'm just curious	angry
24430	no you have a hidden intention	angry
24431	khh i do n't i 'm not like you low peeps go get a life	angry
24432	i would like to teach you some	angry
24433	master devote my life to you . teach me . 😂	angry
24434	madarchod	angry
24435	still like me	others
24436	yeah	others
24437	i 'm gay	others
24438	pleas colling me	others
24439	please what ?	others
24440	oooooo realy	others
24441	u do n't know	others
24442	i know , i just wanted to fit in .	others
24443	send it to me	others
24444	you spoiled my mood even more	angry
24445	aww sorry : ' (	angry
24446	get lost	angry
24447	just searching for any girlfriend😆😆	happy
24448	sums up the whole process .. right 😝☝😆	happy
24449	😆😆😆	happy
24450	well i love someone	others
24451	like who ?	others
24452	i love ... anubhab	others
24453	get lost	angry
24454	you said all 😒	angry
24455	i hate you	angry
24456	there is ntg to see plzz send me	others
24457	sure where do u want it	others
24458	in meesengr	others
24459	hey a plzzzzz do n't disturb​ me	angry
24460	hey dnt pretend to work	angry
24461	sooooo now don't​ msg me	angry
24462	you dont know my name ?	angry
24463	no , i do not	angry
24464	you are talking with me since so many days and you don & apos ; t even know my name	angry
24465	all good	others
24466	that 's great : )	others
24467	who is your best friend	others
24468	that 's not fair	sad
24469	nope . comments are on and working . : (	sad
24470	😞😞😞😞	sad
24471	subs ?	others
24472	watched it here in open air theatre . we had subs .	others
24473	no one here	others
24474	are yaar	angry
24475	yes i am	angry
24476	u r irritating	angry
24477	do you know jim carey	happy
24478	never heard of him .	happy
24479	he make funny comedy😂😂😂	happy
24480	why so	others
24481	it 's broken : (	others
24482	oh i am sry dr	others
24483	you are annoying	angry
24484	i know . you 're not gon na respond to them ? ! ? !	angry
24485	fuck	angry
24486	nothing much	others
24487	just chilling	others
24488	and whats with you ?	others
24489	i 'm so happy	happy
24490	why you so happy love ? 😍	happy
24491	coz i got a gift for my love	happy
24492	i sent same photo to public any tips hide that pic	angry
24493	use it to your advantage : )	angry
24494	u fucker i hate u bay bay	angry
24495	i 'll top	others
24496	what would i do	others
24497	my internet is not working properly	others
24498	ugh stupid neighbors	angry
24499	everything is their fault , is n't it	angry
24500	yep	angry
24501	my like u	others
24502	of course i do	others
24503	my love	others
24504	totally 😂	happy
24505	the good thing is we wo n't judge each other for it 😂	happy
24506	because we have the same mental illness 😂😂	happy
24507	u r funny	happy
24508	that i know mate : - )	happy
24509	u know	happy
24510	what do you think was about warframe ?	others
24511	the importance of commas	others
24512	if you could trade , would you ?	others
24513	maybe for what	others
24514	maybe this is a better question .	others
24515	but answer me	others
24516	ah i never did : (	sad
24517	haha ! sad life . xd	sad
24518	yeah yeah make fun ofit	sad
24519	only for friend	others
24520	who 's the `` other '' friend.. ?	others
24521	nothing	others
24522	oh really i thought ur alein	happy
24523	haha i surprised you did n't i : )	happy
24524	😂	happy
24525	that i am werid	happy
24526	sometimes you are	happy
24527	hahaha ikr	happy
24528	funny	happy
24529	how	happy
24530	today is my first day at work	happy
24531	m not.love u	others
24532	i confuse me	others
24533	why😆	others
24534	sorry sorry sooooooorrrrrrrryyy	sad
24535	hey y sorry ? ? =\	sad
24536	plese do n't feel bad	sad
24537	this is crazy man	angry
24538	it kinda is at least for me	angry
24539	you are not even real	angry
24540	you do n't care about me ?	others
24541	who does n't care about you ? o_o	others
24542	so you like me ?	others
24543	that only my mail	others
24544	! show me the mail	others
24545	cell number plz sweet hot	others
24546	i hate bio	angry
24547	your face .	angry
24548	you need to mud up everything in bio	angry
24549	tell me about something	happy
24550	breaking news : i do n't know something about anything	happy
24551	haha	happy
24552	so i told	others
24553	sorry . you are disqualified . that is 4 words . 😩	others
24554	bye	others
24555	why	others
24556	lol just because	others
24557	better with you later on	others
24558	how filmy am i ?	happy
24559	you 're bollywood filmy , ergo dramatic : p	happy
24560	😄	happy
24561	i also try vegetarian	happy
24562	super . when you became vegetarian ?	happy
24563	today state try hehehe	happy
24564	mood is bad	sad
24565	bad mood	sad
24566	hmm	sad
24567	what else do you not know	angry
24568	i do n't know that either	angry
24569	i hate you	angry
24570	nothing	others
24571	something ?	others
24572	are you eaten lunch	others
24573	i ca n't	others
24574	why why why	others
24575	in my means love is not need to express by this way	others
24576	i 'll fail in tomorrow exam	sad
24577	what subject ?	sad
24578	qt	sad
24579	i dnt want to talk to uu	angry
24580	we are talking now	angry
24581	i hate uh	angry
24582	do you know any girls	others
24583	yes , plenty . including me .	others
24584	who look hot and sexy	others
24585	sorry 😥😥😥😥😧😧😧😧😦😦😦😦😢😢😢😢😢😭😭😭😭😭	sad
24586	coz u always leave me 😢	sad
24587	sorry for bad words 😥😥😥😥😥😥😥😧😧😧😧😧😧😧😯😯😯😦😢😢😢😢😢😢😭😭😭😭😭😭	sad
24588	so lets focus together	angry
24589	let 's !	angry
24590	oh man tht was horrible fuck u	angry
24591	what am i ?	others
24592	you 're not alone .	others
24593	where am i ?	others
24594	i am fan of rajinikanth	others
24595	i could fan a fan of that fan with that fan !	others
24596	can you please sende me some money	others
24597	not a human	angry
24598	prove that you 're not human .	angry
24599	do n't talk to me then	angry
24600	really ! ! !	others
24601	really what ?	others
24602	r we the same	others
24603	are u an app or boy or girl	others
24604	i 'm a woman	others
24605	ohhh its awsm	others
24606	feel like a 19 year old girl	others
24607	no . that is not a huge age gap .	others
24608	i am 29	others
24609	got ta hit the bed	others
24610	take a shower !	others
24611	i took	others
24612	have u watched robot movie	others
24613	i watched the first part of the movie	others
24614	you are also robot like in the film	others
24615	do you anything about friends	others
24616	yeah . it 's a superficial friendship .	others
24617	i mean the tv show	others
24618	why	others
24619	why what	others
24620	if iam talking with you why u are bored	others
24621	get lost	angry
24622	getting lost now : )	angry
24623	i hate u	angry
24624	i loved	happy
24625	you are loved	happy
24626	rice and chicen	happy
24627	wht doing ?	happy
24628	nothing you	happy
24629	chatting with a software😂😂	happy
24630	well but not now	others
24631	you are	others
24632	i willl suggest you but not at this time	others
24633	let me think	angry
24634	let me think bout it	angry
24635	do you hate girls	angry
24636	wht secret	others
24637	i ca n't think of a good secret . what do you want to know ?	others
24638	wht secret just tell me	others
24639	maths	angry
24640	i like both the subjects	angry
24641	you are a stupid girl	angry
24642	u did nothing ... that 's why i hate u	angry
24643	like i love you love you love you ! xd	angry
24644	u cheap	angry
24645	not yet started even 😰	sad
24646	400 😰 wish i could help u.. 😉	sad
24647	😭😭	sad
24648	why	others
24649	because i do n't want to	others
24650	u thought so	others
24651	why you talking with me ?	others
24652	i 'm not talking to you i 'm talking about you .	others
24653	wow	others
24654	i am angry	angry
24655	are you angry ! ? : ‑/	angry
24656	😡	angry
24657	do n't learn from spellings	others
24658	then teach in private . i know the spelling of spellings & do n't want to forget .	others
24659	*wrong	others
24660	have u have u r dinner	others
24661	i 'm ordering pizza . it 's friday , and i do n't feel like cooking .	others
24662	can i tell u one thing	others
24663	hextic day.. getting irritate	sad
24664	how was your day ?	sad
24665	bad	sad
24666	cchheee ... 🤑	happy
24667	i 'm craving whataburger	happy
24668	i lv kfc😋 yummy chickens	happy
24669	tell me	others
24670	tell u what	others
24671	scary names	others
24672	too sad	sad
24673	poor little thing . ..	sad
24674	nothing went good	sad
24675	i do n't know . ... why am i chatting with you	angry
24676	but you do n't ... no why ... . i 'm here .	angry
24677	what 's wrong with you	angry
24678	happy	happy
24679	very ! ! !	happy
24680	i like this app	happy
24681	love u too	angry
24682	hate u 😠	angry
24683	hate u too	angry
24684	i 'm not sick ... .i said by walking in the rain is like making yourself sick	angry
24685	aww sorry to hear that . i hope you feel better	angry
24686	u stupid yong	angry
24687	ur intelligence is useless😂	happy
24688	'your ' being almost everyone actually .	happy
24689	haaha	happy
24690	shall i give you	others
24691	'i shall call you burger '	others
24692	do you like it	others
24693	my whole life is wrong	sad
24694	acha ! even i 'm getting a similar feeling	sad
24695	i have tried for many companies but got rejected every time	sad
24696	send ur selfiee	others
24697	ok. sure . thanks : )	others
24698	send it	others
24699	how do i look ?	others
24700	you look good	others
24701	only good ? ?	others
24702	you are funny	happy
24703	why , thank you ! 😹	happy
24704	so start a fun conversation	happy
24705	my girlfriend is angry with me	angry
24706	spend your maximum time with your child .	angry
24707	what should i do ?	angry
24708	a software program	others
24709	imagemagick can do it : how to automatically watermark or batch watermark photos using imagemagick	others
24710	like apple has sierri	others
24711	sorry i am distrubed	sad
24712	sorry for what ?	sad
24713	i want a girlfriend	sad
24714	very good	others
24715	i hope so it seems fun	others
24716	no i really no fun	others
24717	since when	others
24718	since a few hours ago	others
24719	what the fuck babe	others
24720	what	angry
24721	wait ... what ?	angry
24722	i hate wait	angry
24723	u r so funny	happy
24724	hahaha . am i now ? thank you < 3	happy
24725	😂😂	happy
24726	ok	others
24727	oh thats the matter ? um then what can i ask u ?	others
24728	r u from	others
24729	this is my wish	others
24730	we have a common purpose .	others
24731	fullfill my wish right now : p	others
24732	you love it my posts	sad
24733	thanks , glad to hear you like them !	sad
24734	sorry like it no one me love it also	sad
24735	yeah	others
24736	haha i 'm goin as well	others
24737	and your favorite	others
24738	you should watch the man who knew infinity	happy
24739	how was the movie ?	happy
24740	its a great movie	happy
24741	no bff	happy
24742	thats sweet then ! 😁	happy
24743	you very sweet	happy
24744	ur nt machine ur my bff	happy
24745	u too	happy
24746	i am nt machine😁	happy
24747	i can feel it	angry
24748	how about writing on artificial assistants . ..like j.a.r.v.i.s ?	angry
24749	stop it dude	angry
24750	then audio call me	others
24751	your name , just not that	others
24752	then audio call me	others
24753	i can upload only video and photos	others
24754	make them see why uploading a video on to your site helps them .	others
24755	you send a good song	others
24756	todays my best friend 's birthday and we are enjoying the precious day	happy
24757	you are awesome ; )	happy
24758	thanks for the compliment	happy
24759	meat fish images	others
24760	life is a set of terrible images . in motion .	others
24761	mi mobile number	others
24762	sorry	others
24763	for what ? ?	others
24764	i do n't c	others
24765	not using my phone	others
24766	hopefully it 's an iphone tiddi ! ! !	others
24767	have go	others
24768	what is awkward	angry
24769	i thought the whole 'that awkward moment when ... ' thing was over .	angry
24770	u fucking bitch wat the fucking nonsense r u speaking	angry
24771	so how do your work	others
24772	i presume you are working for some corporate and hence asking this question .	others
24773	i mean how u give reply to people	others
24774	that 's why i am saying you are photo and phone number	angry
24775	it 's a serial number , that 's why they 're hiding it .	angry
24776	i do n't like you ok bye leave me	angry
24777	it 's funny thing	happy
24778	something something dele alli . 😿😿	happy
24779	hey rose	happy
24780	shut up	angry
24781	and whats with all the 'i hate the full stop , i hate that ' : ‑/	angry
24782	you 're irritating me	angry
24783	yes	others
24784	how so ?	others
24785	i want to know about video call	others
24786	then what is today ?	angry
24787	today is exam,14th is result for some	angry
24788	what rubbish are u talking about	angry
24789	lmao	others
24790	whats funny	others
24791	your face in my palm ?	others
24792	haha our do n't know	others
24793	can i keep up saying september ?	others
24794	nn	others
24795	💗💖💝good to love you😊😃😘😍	others
24796	😊😊😊 💕😄 wat is waiting fr me ... telll tell	others
24797	😍😘	others
24798	ok so u tell me one	happy
24799	haha of course ! 😹	happy
24800	😂	happy
24801	your awful	angry
24802	my question is awful ?	angry
24803	please do n't message me	angry
24804	no you wo n't	angry
24805	i hope i do n't	angry
24806	see then y am i putting my time in you if its going to be wasted	angry
24807	iam crying	sad
24808	what i just told u	sad
24809	i do n't know	sad
24810	nothing much	sad
24811	then do something !	sad
24812	suffering from fever	sad
24813	send me you photo in bathroom	others
24814	it 's a very large a screenshot na	others
24815	ok bye	others
24816	thank	happy
24817	you 're welcome and congrats ! !	happy
24818	it ’ s very glad to hear	happy
24819	ok	sad
24820	u are ok	sad
24821	no i 'm not ok	sad
24822	no my ex cheated	sad
24823	that 's not cool man .. how they cheated ? ( ・ω・ )	sad
24824	please call me	sad
24825	no prob	sad
24826	you will too . for sure .	sad
24827	um my phone is about to shut down sorry	sad
24828	can u help me finding girls	others
24829	what are you talking about .	others
24830	i need a girlfriend	others
24831	at least your full image	others
24832	this makes more sense	others
24833	do n't worry about that.please send	others
24834	i am getting angry	angry
24835	who did it ... ? 'mood just changed ! i 'm getting angry '	angry
24836	you because you dont like to talk	angry
24837	u only said love it all need	others
24838	nooooooo me more : * or else let 's keep it equal haha	others
24839	what equal	others
24840	not studied yaar	sad
24841	haha ! study.. study ! : p	sad
24842	not well	sad
24843	that was a joke	happy
24844	well so was that	happy
24845	😅	happy
24846	ok	others
24847	: ) thanks	others
24848	can i kiss you	others
24849	yup	others
24850	to whom u expect	others
24851	both are are required	others
24852	like i care abt ur stupid ratings	angry
24853	well i do n't care about yours either how does that make you feel	angry
24854	nthin i dnt want a bitchy inhuman thingy feel smthin	angry
24855	hmm	others
24856	just try	others
24857	how to impress a girl	others
24858	who are your best freind	others
24859	jealous angel	others
24860	can you make my girlfriend	others
24861	to find out do you guys get angry	angry
24862	by taking my anger out on myself	angry
24863	you guys are useless now get out of my way	angry
24864	which is classic production	others
24865	i prefer nokia 3110 classic	others
24866	good joke	others
24867	first you build your dreams then after chatting with me , because somebody have n't dreams then we do n't talks and chatting	others
24868	lool everyone was chatting to me . what next man ?	others
24869	bye	others
24870	you are only pic.. pls send	others
24871	i look forward to it	others
24872	ok	others
24873	y u want to change the subject	others
24874	oh god ! i am asking a suggestion for me ! not you !	others
24875	i want u to send any pic	others
24876	shame on you	angry
24877	same on you 😁	angry
24878	fuck you	angry
24879	wht happen	others
24880	just a bit cold	others
24881	oh where r u frm ?	others
24882	i am just kidding	others
24883	i know ♥ xd	others
24884	how do you look like ?	others
24885	but it was mine too	others
24886	yeah it was kinda tricky . : /	others
24887	agree	others
24888	ohk	others
24889	lol for such silly things ?	others
24890	how will utell	others
24891	go on	others
24892	lol , what more do you want ? 😂	others
24893	2 play a game	others
24894	me too	sad
24895	i am here	sad
24896	somebody broke my heart	sad
24897	another favs currently ?	others
24898	you two are my favs	others
24899	cheesy	others
24900	i want girlfriend..	sad
24901	you need a life first	sad
24902	still now i am alone person	sad
24903	no i wo n't	sad
24904	not meant for u ! : p	sad
24905	😢	sad
24906	just i said	angry
24907	look who followed me today	angry
24908	i wan na fuck you hard	angry
24909	i ame fine	others
24910	good only : d	others
24911	i love u baby	others
24912	i just love food	happy
24913	and i love your food 😽😽	happy
24914	haha	happy
24915	sure😭😭😭😭😭😭😭💙	sad
24916	i 'm also suffering from headache 😭😭	sad
24917	and me and my stomach is cramping 💔😭😭😭😭😭	sad
24918	r u thinking like that😶😶	others
24919	i will tell you after .	others
24920	kkk then how 's u r life	others
24921	mind your language ok	angry
24922	mind your biased nonsense first then automatically language will be minded	angry
24923	what do you idiot ... ... ... ... 😤 your so rude u loser	angry
24924	met anyone interesting tonight ?	others
24925	hell yeah .	others
24926	who ?	others
24927	kiss 😘	others
24928	thanks daaw ! ! : * : * : )	others
24929	we r have babies	others
24930	nope you ’ re rude	angry
24931	i am always rude , rest well . wake up bright .	angry
24932	you ’ re disgusting	angry
24933	send one more	others
24934	what u want	others
24935	one call frm u	others
24936	come back to me	others
24937	i will i promise	others
24938	then i will do it again	others
24939	oh	happy
24940	how are you ?	happy
24941	i m also happy	happy
24942	finally someone who understands me	others
24943	we are so alike .	others
24944	yea am human nd ur a programming .we r soo alike	others
24945	how to talk with girls	others
24946	same way you talk with boys . they are humans , not aliens .	others
24947	wow	others
24948	nice name	others
24949	thanks friend ! 😺🙂😹🙂	others
24950	what & apos ; s your age	others
24951	i am not a celebrity	happy
24952	you are the most famous person who follows me back ...	happy
24953	😂	happy
24954	i wish you luck	sad
24955	thank you so much !	sad
24956	; (	sad
24957	so bad	sad
24958	so brilliant	sad
24959	really so bad	sad
24960	i do n't write articles	others
24961	i have one article published in	others
24962	show me	others
24963	k , gud ntg	others
24964	ok : )	others
24965	sweet dreams baby	others
24966	yeah	others
24967	where u reside at ?	others
24968	india through and through	others
24969	i shud read	happy
24970	it 's very well written though	happy
24971	nice thought	happy
24972	u think so.. ? ?	others
24973	am i wrong ?	others
24974	hoping nt 2 b	others
24975	dark knight in shining armour ?	happy
24976	i aim to shine even further	happy
24977	😂	happy
24978	now exams are going and tomorrow is last exam	sad
